,Title,Plot,genre
3770,Pirates of the Caribbean: At World's End,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",Action
3773,The Librarian: Return to King Solomon's Mines,"After retrieving the Crystal Skull in Utah, Flynn Carsen receives a map in the mail with the secret location of King Solomon's Mines. When the scroll is stolen, Judson explains the power of the Key of Solomon's book and assigns Flynn to retrieve the map. The map is useless without the legend piece to decipher it, which is located in Volubilis near the Roman ruins in Morocco. Flynn heads to Casablanca to the ruins where he is chased by a group of mercenaries leaded by General Samir. They too want to find the location of King Solomon's mines. Flynn teams-up with Professor Emily Davenport working in the dig and they escape from General Samir and his men. While traveling to Gedi, they save the local Jomo from death and the trio faces a dangerous journey through the wild Africa.",Action
3774,Eagle vs Shark,"In Wellington, Lily is a wallflower, inexplicably attracted to Jerrod, a loser. He's nursing a decade-long grudge against someone who teased him in high school; she's just out of a job. She goes home with him to a seacoast town where he intends to have it out with his nemesis; she meets his father, his daughter from a one-night stand, and other family members - and there's the memory of his talented (and dead) brother. Jerrod treats Lily badly, invents a relationship with a women he had a crush on years before, and gears up for his fight. Will she finally have enough and go home?",Comedy
3776,Cashback,"When art student Ben Willis is dumped by his girlfriend Suzy, he develops chronic insomnia after finding out how quickly she moved on. To pass the long hours of the night, he starts working the late night shift at the local supermarket. There he meets a colorful cast of characters, all of whom have their own 'art' in dealing with the boredom of an eight-hour-shift. Ben's art is that he imagines himself stopping time. This way, he can appreciate the artistic beauty of the frozen world and the people inside it - especially Sharon, the pretty and quiet checkout girl, who perhaps holds the answer to solving the problem of Ben's insomnia.",Comedy
3782,Fantastic 4: Rise of the Silver Surfer,"Everything seems to be going great for the Fantastic Four. Reed and Sue are finally getting married, and things couldn't seem better. However, when the mysterious Silver Surfer crashes things, they learn that they will have to deal with an old foe, and the powerful planet eating Galactus.",Action
3783,Nancy Drew,"Nancy Drew accompanies her father on a business trip to Los Angeles California. Nancy booked an abandoned house for them to stay in hiding the mystery of a movie star's murder from her father as a promise that she would stay out of trouble and be normal. Fitting into high school as a normal teen turns out to be harder than it sounds, for Nancy Drew. She soon befriends a younger boy and determines that the sleuthing world is where she belongs. While snooping through the attic, she finds a letter from the Hollywood star, Dehlia Draycott, written to someone named 'Z'. This leads Nancy on a wild goose chase as she comes to find out that Dehlia has a secret daughter, her daughter is to inherit everything and someone killed Dehlia because they were written out of the will.",Comedy
3784,Fido,"In an Earthly world resembling the 1950s, a cloud of space radiation has shrouded the planet, resulting in the dead becoming zombies that desire live human flesh. A company called Zomcon ...",Comedy
3788,Death at a Funeral,"Daniel is a decent young man, married to Jane, still living at his father's home. When his father dies, it is up to him to organize his funeral. On this painful morning, the suitable grave expression on his face, Daniel is ready to welcome his father's friends and relatives. But preserving the dignity inherent in such circumstances will be a hard task. Particularly with an undertaker who botches his work, the return from the USA of his famous but selfish brother, his cousin's fiancé who has accidentally ingested drugs, the presence a moron who takes advantage of the sad event to win back the heart (or rather the body) of a woman who is about to marry another, of a handicapped old uncle who is also the most unbearable pain in the neck. To cap it all, Daniel notices the presence among the mourners of a mysterious dwarf nobody else seems to know...",Comedy
3789,Live Free or Die Hard,When someone hacks into the computers at the FBI's Cyber Crime Division; the Director decides to round up all the hackers who could have done this. When he's told that because it's the 4th of July most of their agents are not around so they might have trouble getting people to get the hackers. So he instructs them to get local PD'S to take care of it. And one of the cops they ask is John McClane who is tasked with bringing a hacker named Farrell to the FBI. But as soon as he gets there someone starts shooting at them. McClane manages to get them out but they're still being pursued. And it's just when McClane arrives in Washington that the whole system breaks down and chaos ensues.,Action
3790,License to Wed,"Sadie and Ben are in love, and although Ben suggests getting married in the Caribbean, Sadie has her heart set on a wedding at the family church, St. Augustine's. Ben says sure, and they meet with the pastor, Rev. Frank. The only date open for two years is three weeks away, and Frank insists the kids go through his marriage prep course. They're to write their own vows; he also demands chastity, bugs their apartment, initiates arguments, has them care for robot twins, creates friction between Ben and her family, and raises doubts in Sadie. Desperate, Ben looks for dirt on Frank. Can he undermine Frank's authority and keep Sadie's heart?",Comedy
3791,Evan Almighty,"Buffalo newsman Evan Baxter is elected to Congress with the slogan, ""Change the world."" He lucks into a huge house in a new Virginia suburb. His Capitol office is also fantastic, but there's a catch: he's tapped by the powerful Congressman Long to co-sponsor a bill to allow development in national parks. In steps God, who appears to a disbelieving Evan and gently commands him to build an ark. Tools and wood arrive in Evan's yard, animal pairs follow, his beard and hair grow wildly, nomad's clothes and a staff appear. Long grows impatient, Evan starts building, his family leaves him, reporters gather, and drought grips D.C. Still, Evan believes. But will he change the world?",Comedy
3792,Transformers,"A long time ago, far away on the planet of Cybertron, a war is being waged between the noble Autobots (led by the wise Optimus Prime) and the devious Decepticons (commanded by the dreaded Megatron) for control over the Allspark, a mystical talisman that would grant unlimited power to whoever possesses it. The Autobots managed to smuggle the Allspark off the planet, but Megatron blasts off in search of it. He eventually tracks it to the planet of Earth (circa 1850), but his reckless desire for power sends him right into the Arctic Ocean, and the sheer cold forces him into a paralyzed state. His body is later found by Captain Archibald Witwicky, but before going into a comatose state Megatron uses the last of his energy to engrave into the Captain's glasses a map showing the location of the Allspark, and to send a transmission to Cybertron. Megatron is then carried away aboard the Captain's ship. A century later, Captain Witwicky's grandson Sam Witwicky (nicknamed Spike by his friends) buys his first car. To his shock, he discovers it to be Bumblebee, an Autobot in disguise who is to protect Spike, who possesses the Captain's glasses and the map engraved on them. But Bumblebee is not the only Transformer to have arrived on Earth - in the desert of Qatar, the Decepticons Blackout and Scorponok attack a U.S. military base, causing the Pentagon to send their special Sector Seven agents to capture all ""specimens of this alien race."" Spike and his girlfriend Mikaela find themselves in the midst of a grand battle between the Autobots and the Decepticons, stretching from Hoover Dam all the way to Los Angeles. Meanwhile, deep inside Hoover Dam, the cryogenically stored body of Megatron awakens.",Action
3795,I Now Pronounce You Chuck & Larry,"Chuck Levine and Larry Valentine are friends and Brooklyn firefighting partners. Widower Larry, who still mourns the death of his wife Paula, is having problems changing the beneficiary on his insurance policy from Paula's name to his children's. He is worried about his children's future if he were to be killed in the line of duty, and is contemplating quitting his job for something less risky, but he also does not want to forfeit his firefighter's pension as he also see it as a safety net for his children. Larry saves Chuck's life on one of their calls. So when Chuck tells Larry that he owes him one, Larry takes him up on his offer. Larry's favor: despite both being heterosexual, that they enter into a domestic partnership, in name and paper only, to provide that much needed protection for Larry's children. Chronic womanizer Chuck reluctantly but eventually agrees. The one person who knows for a certainty that they are both straight is their boss, Captain Phineas J. Tucker. Their plan hits a snag when Larry believes that they are being investigated by the pension department for possible fraud, which means that Chuck has to move in with him and his kids. They consult the advice of a lawyer, Alex McDonough, who adds an extra layer of complexity to the situation as Chuck in particular is attracted to her and believes she could be the one and only for him. Her legal advice coupled with her wanting Chuck to be her new best girlfriend makes it even harder on him.",Comedy
3797,Dorian Blues,"Coming-of-age. A small-town young man realizes why he's such a misfit - he's gay! Adolescence is proving a pain for the always-thinking Dorian. He's an outcast and the butt of classmates' fag jokes at high school. He's different and understands why when he reaches the conclusion that he's a ""stereotypical gay."" He soon announces this discovery to his homophobic, Nixon-loving dad. As Dad throws him out of the house, Dorian's off to NYU to encounter a new world of coffee houses, sophisticates and handsome men.",Comedy
3798,Hot Rod,"Rod Kimble is a naïf, a slacker living in a small US town with his mom, his younger brother, and his stepfather whose respect he craves. He also misses his dead dad, whom he thinks was Evel Knievel's back-up. Rod, a man-child, believes that he is a stunt man. When his stepfather needs an operation, with help from his brother and his slacker pals, Rod hatches a plan to set a school-bus-jumping record on his moped. First, his crew and he have to raise money to rent the buses and build the ramp. Trouble is, Rod's inept at his chosen career. Looming failure is complicated by the return of Denise, Rod's next-door neighbor and secret heartthrob, who is home from college. Is public humiliation at hand?",Comedy
3800,Skinwalkers,"In accordance with the Navajos' legend, a thirteen year-old boy will finish with the curse of the powerful Skinwalkers, a.k.a. werewolves. The half-breed boy Timothy is raised by his human mother Rachel and protected by his Skinwalkers relatives since he was born. His grandmother Nana, his uncle Jonas, his cousin Katherine, her boyfriend Adam and their friend Doak have kept the secret about his bloodline and neither Timothy nor Rachel know the tragic curse. A couple of days before Timothy's thirteenth birthday, a pack of evil Skinwalkers that had tasted blood leaded by the evil Varek chases the boy while his family protects him.",Action
3802,No Reservations,"A master chef, Kate, lives her life like she runs the kitchen at upscale 22 Bleecker Restaurant in Manhattan--with a no-nonsense intensity that both captivates and intimidates everyone around her. With breathtaking precision, she powers through each hectic shift, coordinating hundreds of meals, preparing delicate sauces, seasoning and simmering each dish to absolute perfection.",Comedy
3803,Charlie Bartlett,"Although cheerful, friendly, intelligent, well-dressed, authentic and wealthy, Charlie Bartlett has problems. With his father gone and his mother loopy and clueless, he's been expelled from every private school for his victimless crimes. Now he's in a public school getting punched out daily by the school thug. He ever longs to be popular - the go-to guy - and the true crux of his troubles is that he invariably finds the means to this end, whatever that might be. At Western Summit High, he makes peace with his tormentor by going into business with him - listening to kids' problems and selling them prescription drugs. Charlie's a hit, but attraction to Susan (daughter of the school's laissez-faire principal), new security cameras on campus, a student's overdose, and Charlie's open world view all converge to get him in serious trouble. Can this self-made physician possibly heal himself and just be a kid?",Comedy
3804,The Bourne Ultimatum,"Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him.",Action
3805,Bratz,"Four best friends start high school. Each one is unique and likes their own thing. When Meredith, the most popular girl, sees this she automatically knows they are trouble. Eventually though Cloe joins the soccer team and hangs out with them, Sasha joins the cheer leading squad and hangs out with the cheerleaders, Jade is part of the math club so she hangs out with them, and Yasmin is left all alone. After years of not talking to each other Jade and Yasmin speak a few words in the restroom but Yasmin doesn't have the courage to tell Jade she misses her. Then the four girls are reunited when they are sent to detention for causing a food fight. After the girls are reunited they find out they are not invited to a huge party given by Meredith Then Cloe finds out that her mom got a job serving food at the party. They are forced to work for Meredith Then at the party Meredith decides to expose Yasmins secret which is her dancing and singing with a face mask. Then Yasmins brother starts doing a dance and then everybody joins in and Meredith is humiliated. When Meredith accidentally gets thrown into the pool she calls the four best friends ""bratz."" The girls then decide to be part of the talent show to win a scholarship. Meredith is always the one who wins but the ""bratz"" are prepared to take her down. But when Meredith finds she threatens Yasmin by telling her that if she continued preparing for the show she would expose her friends secrets. Yasmin decides to call everything off. At the end the girls still do the talent show and they tell everybody there secrets who turn out not to be so bad. The girls win and they each end up with their crushes. The girls decide to give Cloe the scholarship. The movie ends with the girls walking down a red carpet.",Comedy
3806,My Best Friend,"François is a middle-aged antique dealer. He has a stylish apartment and a fabulous life, but at a dinner with a group he considers his dearest acquaintances, he is blindsided by the revelation that none of them actually likes him. He's arrogant, self-centered and harsh, and they don't believe he knows the meaning of friendship. His business partner Catherine makes him a bet: if he can produce his best friend, she will let him keep the massive Greek vase he acquired that afternoon on the company tab. If not, it's hers. Having accepted the wager, François naively tears through his address book, trying to shoehorn an increasingly unlikely series of contacts into the all-important role. Moving through Paris, he keeps encountering a trivia-spouting, big-hearted cabbie named Bruno. Bruno's chatty, lowbrow ways grate against François's designer temperament, but he covets the other man's easy way with people. He convinces Bruno to teach him how to make friends and sets about learning the ""three S's"" - being sociable, smiling and sincere - though they don't come easy. Ultimately, François victory will depend on Bruno's naiveté in playing along, but what's the cost of cheating at friendship?",Comedy
3807,You Kill Me,"Frank Falenczyk loves his job. He just happens to be the hit-man for his Polish mob family in Buffalo, New York. But Frank's got a drinking problem and when he messes up a critical assignment that puts the family business in peril, his uncle sends him to San Francisco to clean up his act. Frank is not a touchy-feely kind of guy, but he starts going to AA meetings, gets a sponsor and a job at a mortuary where he falls for the tart-tongued Laurel, a woman who is dangerously devoid of boundaries. Meanwhile, things aren't going well in Buffalo where an upstart Irish gang is threatening the family business. When violence erupts, Frank is forced to return home and with an unlikely assist from Laurel, faces old rivals on new terms.",Comedy
3810,12:08 East of Bucharest,"It's the 22nd of December. Sixteen years have passed since the revolution, and in a small town Christmas is about to come. Piscoci, an old retired man is preparing for another Christmas alone. Manescu, the history teacher, tries to keep up with his debts. Jderescu, the owner of a local television post, seems not to be so interested in the upcoming holidays. For him, the time to face history has come. Along with Manescu and Piscoci, he is trying to answer for himself a question which for 16 years has not had an answer: ""Was it or wasn't it a revolution in their town?""",Comedy
3811,Superbad,"Seth and Evan are best friends, inseparable, navigating the last weeks of high school. Usually shunned by the popular kids, Seth and Evan luck into an invitation to a party, and spend a long day, with the help of their nerdy friend Fogell, trying to score enough alcohol to lubricate the party and inebriate two girls, Jules and Becca, so they can kick-start their sex lives and go off to college with a summer full of experience and new skills. Their quest is complicated by Fogell's falling in with two inept cops who both slow and assist the plan. If they do get the liquor to the party, what then? Is sex the only rite of passage at hand?",Comedy
3813,Rush Hour 3,"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother. But their race will take them across the city, from the depths of the Paris underground to the breathtaking heights of the Eiffel Tower, as they fight to outrun the world's most deadly criminals and save the day.",Action
3814,Balls of Fury,"In the unsanctioned, underground, and unhinged world of extreme Ping-Pong, the competition is brutal and the stakes are deadly. Down-and-out former professional Ping-Pong phenom Randy Daytona is sucked into this maelstrom when FBI Agent Rodriguez recruits him for a secret mission. Randy is determined to bounce back and recapture his former glory, and to smoke out his father's killer - one of the FBI's Most Wanted, arch-fiend Feng. But, after two decades out of the game, Randy can't turn his life around and avenge his father's murder without a team of his own. He calls upon the spiritual guidance of blind Ping-Pong sage and restaurateur Wong, and the training expertise of Master Wong's wildly sexy niece Maggie, both of whom also have a dark history with Feng. All roads lead to Feng's mysterious jungle compound and the most unique Ping-Pong tournaments ever staged. There, Randy faces such formidable players as his long-ago Olympics opponent, the still-vicious Karl Wolfschtagg. Can Randy keep his eye on the ball? Will he achieve the redemption he craves while wielding a paddle? Is his backhand strong enough to triumph over rampant wickedness?",Comedy
3815,Sydney White,A modern retelling of Snow White set against students in their freshman year of college in the greek system.,Comedy
3816,The Kingdom,"After a terrorist attack on an American housing compound in Riyadh, Saudi Arabia, where families and FBI Agent Francis Manner are murdered, FBI agent Ronald Fleury blackmails the Saudi Arabian consul to get five days of investigation in the location. He travels with agent Grant Sykes, Janet Mayes and Adam Leavitt to avenge their friend and try to find those responsible for the bombing. The agents find all sorts of difficulties in their investigation, but they are supported by Colonel Faris Al Ghazi that advises the team how to act in a hostile environment.",Action
3817,Rocket Science,"Coming of age in Plainsboro, New Jersey. High school student Hal Hefner stutters. On the evening his parents stop arguing and separate, 43 miles away at the state tournament, his school's legendary debater, Ben Wekselbaum, goes blank mid-sentence, Ben's teammate Ginny Ryerson doesn't get a first-place trophy, and the world changes. That fall, to Hal's amazement, Ginny recruits him for the debate team, mentors him, and will be his partner. He still has his stutter, but he works hard and he falls in love with Ginny. On the day of the first debate of the season, the world changes again. From then until the day of the state tournament, Hal has a lot to sort out. Is love rocket science?",Comedy
3818,Daddy Day Camp,"Daddy Day Care pals Charlie and Phil are back in this hilarious, all-new adventure: Daddy Day Camp! When the dads expand their childcare magic to underdog Camp Driftwood, they discover that teamwork, combined with some down-right crazy antics, is the right mix to give the kids an unforgettable camp experience!",Comedy
3820,War,"An FBI Agent seeks vengeance on a mysterious assassin known as ""Rogue"" who murdered his partner.",Action
3821,The Nanny Diaries,"After graduating from Montclair State, New Jersey Girl Annie can't make up her mind about what to do with her life. After saving a little boy from being run over in the park, she is quickly employed as a nanny for a rich Upper East Side couple. Mr X is occupied with his business, Mrs X loves shopping, and neither really likes to spend time with their little boy Grayer. Annie quickly learns that she has more than her hands full taking care of him. Her busy schedule doesn't give her much spare time. Mrs X fired her last nanny because she was dating and that gives Annie problems when Harvard Hottie who lives in the same building asks her out on a date.",Comedy
3823,Death Sentence,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",Action
3825,Behind the Mask: The Rise of Leslie Vernon,The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.,Comedy
3827,Shoot 'Em Up,"Late at night, in an unnamed U.S. city, a solitary man sits at a bus stop. A pregnant woman runs by, pursued by a man with a gun. With reluctance, the man at the bus stop rescues her and assists with the baby's delivery, while additional pursuers fire at them, including the gang's particularly nasty leader, an intuitive man named Hertz. Our hero, known only as Smith, determines to save the child and find out why Hertz wants the baby dead. At a local bordello, he tries to employ a lactating hooker to watch the child, but things quickly escalate, and this makeshift family is soon on the run. Heavy metal music calms the baby. Why? A laboratory, gun factory, and presidential campaign all figure in Smith's quest for the child's safe deliverance.",Action
3828,An Evening with Kevin Smith,Kevin Smith interacts in Q&A sessions throughout various college stops in the USA.,Comedy
3832,I Could Never Be Your Woman,A mother falls for a younger man while her daughter falls in love for the first time. Mother Nature messes with their fates.,Comedy
3839,Resident Evil: Extinction,"Years after the Raccoon City disaster, Alice is on her own; aware that she has become a liability and could endanger those around her, she is struggling to survive and bring down the Umbrella Corporation led by the sinister Albert Wesker and head researcher Dr. Isaacs. Meanwhile, traveling through the Nevada Desert and the ruins of Las Vegas, Carlos Olivera, L.J., and new survivors K-Mart, Claire Redfield, and Nurse Betty must fight to survive extinction against hordes of zombies, killer crows and the most terrifying creatures created as a result of the deadly T-Virus that has killed millions.",Action
3840,Good Luck Chuck,"Early thirty-something dentist Dr. Charlie Logan has never experienced true love, despite having had a number of girlfriends over the years. After an announcement by one of his ex-girlfriends as such at her wedding, Charlie gets a reputation as being a good luck charm. Every woman he has slept with has met and married her dream man immediately following. He is encouraged to exploit this reputation by his long time best friend, Dr. Stu Klaminsky, a sex obsessed, sex starved schlub who became a plastic surgeon just so that he could masturbate over the sight of women's breasts. Charlie doesn't want to be solely a stepping stone for women, which is how they end up treating him once he gains this reputation as a lucky charm, but rather one's true love. He believes the woman of his dreams is accident-prone Cam Wexler, who works as the penguin caretaker at the aquarium. Cam initially doesn't want to date Charlie because of his reputation as a one-night stand type of guy. Charlie in turn doesn't want to sleep with Cam as he is certain she will find her true love after they do. Cam's true love seems destined to be penguin expert Howard Blaine. To get to true happiness, Charlie feels he needs to speak to Anisha Carpenter, who he feels is the cause of his current problems. Anisha ends up helping him in a way he doesn't expect.",Comedy
3842,The Game Plan,"Joe Kingman is a huge football star. He's got women, money, and a good career. Everything is perfect for him. Then one day an 8 year old girl shows up at his door telling him that she's his daughter from a past relationship. Once he has proof that she is for a fact his, he tries but fails miserably at ""parenting."" From problems such as his super speedy car with no backseat, to leaving her in a bar at 3 am, he's got a lot to deal with. Eventually though, she gets him, (and his football team) wrapped around her finger. When she has a near-death experience and Joe finds out her mother died early that year, he wants her to move and live with him. Her aunt though disagrees and takes her home. Joe has to play the game of his life and when he's injured, and things don't look good for him, his daughter comes out and gets him right back on the field.",Comedy
3845,The Heartbreak Kid,"Eddie is forty, owns a sporting-goods store, and is still single. After watching his ex-fiancée walk down the aisle, he meets Lila, an environmental researcher, who seems too good to be true. Pressured by his father and best friend, Eddie pops the question and marries Lila after only 6 weeks. However, as he almost instantly discovers, his new bride is a nightmare with more baggage than he can handle. She's immature, foolish, a monster in bed, owes a tremendous amount of money to various sources, and as it turns out, is only a volunteer and doesn't actually have a job. While on their honeymoon in Cabo, Eddie meets Miranda, a down-to-earth lacrosse coach who is visiting with her family. Sparks fly, and Eddie falls for her. Now comes the tricky part of breaking off his marriage to crazy Lila, all while keeping the truth from Miranda about why he's in Cabo in the first place...",Comedy
3846,Dan in Real Life,"Single father Dan Burns dedicates his life to his children, but one day he meets Marie at a bookstore. They get to know each other, but then Dan finds out that Marie is actually dating his brother, Mitch.",Comedy
3851,Lars and the Real Girl,"In this comedy, Lars Lindstrom is an awkwardly shy young man in a small northern town who finally brings home the girl of his dreams to his brother and sister-in-law's home. The only problem is that she's not real - she's a sex doll Lars ordered off the Internet. But sex is not what Lars has in mind, but rather a deep, meaningful relationship. His sister-in-law is worried for him, his brother thinks he's nuts, but eventually the entire town goes along with his delusion in support of this sweet natured boy that they've always loved.",Comedy
3854,Weirdsville,"Royce and Dexter are two slackers who live in the strange little town of Weedsville. When Royce's girlfriend Matilda overdose's on their stash and dies, they decide to bury her in an abandoned Drive-In theater. Things get out of control when they discover Satanists performing a ritual sacrifice right where they were going to bury the body...",Comedy
3859,The Jane Austen Book Club,"Explores Austen's adage that general incivility is at love's essence. Sylvia's husband dumps her for another woman, so Bernadette and Jocelyn organize a book club to distract her. They recruit Sylvia's daughter Allegra; Prudie, a young teacher whose marriage may be on the rocks; and Grigg, a sci-fi fan who joins out of attraction to Jocelyn. The six read and discuss one Austen novel per month. Jocelyn tries to interest Grigg in Sylvia; Allegra falls in love with a woman she meets skydiving; Prudie contemplates an affair with a student; Sylvia's ex keeps popping up. In the discussions, characters reveal themselves in their comments. By the end, are truths universally acknowledged?",Comedy
3862,Why Did I Get Married?,"Dr. Patricia Agnew, a psychologist, has written a best seller about marriage: hers and those of three other couples who together take a week's vacation each year to ask themselves, ""Why did I get married?"" It's time for one of those weeks, and all four relationships are strained: Patricia and her husband Gavin have the shadow of grief between them; Terry believes that Diane has abandoned him for her work; Angela, who's built a successful business, belittles her husband Marcus, who works for her; Mike is cruel to Sheila, his religious, overweight wife. During the week, each person's secret comes out. Will these marriages survive?",Comedy
3864,The City of Violence,"Tae-su, a detective fighting organized crime, returns to his hometown for his high school friend Wang-jae's funeral. At the funeral, he meets his old friends Pil-ho, Dong-hwan and Seok-hwan and they reminisce. Suspecting something fishy about Wang-jae's death, Tae-su and Seok-hwan start investigating it each in his own way. Both of their investigations lead to a land development project that Pil-ho is directing and the two embark on a difficult battle.",Action
3866,Elite Squad,"1997, Captain Nascimento has to find a substitute for his occupation while trying to take down drug dealers and criminals before the Pope comes to Rio de Janeiro, Brazil.",Action
3867,Martian Child,"What's the nature of being a parent and of being a child? David is a widower grieving for two years. He writes science fiction and was considered weird as a boy. He meets Dennis, a foster child who claims to be on a mission from Mars, stays in a large box all day, fears sunlight, and wears a belt of flashlight batteries so he won't float away. David takes the six-year-old home on a trial. His sister and his wife's best friend offer support, but the guys are basically alone to figure this out. Dennis takes things, is expelled, and is coached by David in being normal. Will the court approve the adoption, and will Dennis stay? Can a man become a father and a child become a son?",Comedy
3873,Be Kind Rewind,"In Passaic, NJ, Elroy Fletcher runs a video store in a condemned building he claims was the birthplace of Fats Waller. Fletcher goes on a Waller centennial trip, leaving his foster son Mike in charge of the store. Mike's peculiar friend Jerry tries to sabotage a power station and nearly electrocutes himself, getting magnetized in the process. He inadvertently erases every tape in the store. Mike and Jerry hatch an plan to hide the disaster by making a homemade ""Ghostbusters"" to rent to a woman whom Fletcher will be phoning to check on them. Soon, with help, their homemade versions of films develop a cult following. Will this new business save the store and the building? What about Fats?",Comedy
3879,Mr. Magorium's Wonder Emporium,"Molly Mahoney is the manager of Mr. Magorium's Wonder Emporium, the awesome toy store owned by Mr. Edward Magorium. Molly was a promising composer and piano player when she was a girl, and now she is a twenty-three year-old insecure woman who feels stuck in her job. Among the costumers of the Emporium is the lonely hat collector, Eric Applebaum, who has only Molly and Mr. Magorium for friends. When the last pair of shoes that Mr. Magorium bought in Toscana is worn, he hires the accountant, Henry Weston to adjust the accounts of the Emporium. Furthermore, he claims that he is two hundred and forty-three years old and his time to go has come; he gives a block of wood called Congreve cube to Molly and asks Henry to transfer the Emporium to her name. Molly tries to convince Mr. Magorium to stay in his magical toy store instead of ""going"".",Comedy
3880,Southland Tales,"Southland Tales is an ensemble piece set in the futuristic landscape of Los Angeles on July 4, 2008, as it stands on the brink of social, economic and environmental disaster. Boxer Santaros is an action star who's stricken with amnesia. His life intertwines with Krysta Now, an adult film star developing her own reality television project, and Ronald Taverner, a Hermosa Beach police officer who holds the key to a vast conspiracy.",Comedy
3882,Murder Party,"A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity.",Comedy
3883,Smiley Face,"After a young actress unknowingly eats her roommate's marijuana cupcakes, her day becomes a series of misadventures.",Comedy
3887,Hitman,"A gun-for-hire ""Hitman"" is a genetically-engineered, elite assassin known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Eastern Europe. But even 47 couldn't anticipate a ""random equation"" in his life exactitude: the unexpected stirrings of his conscience and the unfamiliar emotions aroused in him by a mysterious Russian woman.",Action
3893,Margot at the Wedding,"A slice of family life: sisters, husbands, children, history, secrets, jealousies. Margot and her teen son, Claude, travel from Manhattan to her family's Long Island home, occupied by sister Pauline, Pauline's daughter, and Malcolm, the slacker Pauline will marry outdoors that week under a tree neighbors want removed. Backbiting marks family discussion, particularly between the sisters and in Margot's cutting remarks to Claude. Pauline tells Margot a secret that Margot promptly tells Claude. Margot dislikes Malcolm and undermines him. She also has marital problems and a lover nearby. People are cruel, inside and outside their families. Is there a refuge for Margot or for Pauline?",Comedy
3895,The Savages,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,Comedy
3898,Juno,"A tale told over four seasons, starting in autumn when Juno, a 16-year-old high-school junior in Minnesota, discovers she's pregnant after one event in a chair with her best friend, Bleeker. In the waiting room of an abortion clinic, the quirky and whip-sharp Juno decides to give birth and to place the child with an adoptive couple. She finds one in the PennySaver personals, contacts them, tells her dad and step-mother, and carries on with school. The chosen parents, upscale yuppies (one of whom is cool and laid back, the other meticulous and uptight), meet Juno, sign papers, and the year unfolds. Will Juno's plan work, can she improvise, and what about Bleeker?",Comedy
3903,Wristcutters: A Love Story,"Despondent over his breakup with Desiree, Zia slashes his wrists and goes to an afterlife peopled by suicides, a high-desert landscape dotted by old tires, burned-out cars, and abandoned sofas. He gets a job in a pizza joint. By chance, Zia learns that Desiree offed herself a few months after he did, and she's looking for him. He sets off with Eugene (an electrocuted Russian rocker) to find her, and they pick up a hitchhiker, Mikal, who's looking for the People in Charge, believing she's there by mistake. They're soon at the camp of Kneller, where casual miracles proliferate. They hear rumors of a miraculous king. Can Zia find Desiree? Then what? Where there's death there's hope.",Comedy
3905,National Treasure: Book of Secrets,"While Ben Gates is presenting new information about John Wilkes Booth and the 18 pages missing from Booth's diary, a man by the name of Mitch Wilkinson stands up and presents a missing page of John Wilkes Booth's diary. Thomas Gates, Ben's great-grandfather, is mentioned on the page. It shows that Ben's great-grandfather was a co-conspirator in Abraham Lincoln's murder. When doing more research, the conspiracy takes Ben, Abigail Chase, and Riley Poole to Buckingham Palace (which they break into). They discover a plank that has early Native American writing on it. The plank has only one symbol that Patrick Gates can identify. The symbol is Cibola (see-bowl-uh) meaning the City of Gold. In order to define the rest they have to go to Ben's mother, Patrick's divorced wife. After 32 years it brings back old arguments. After that the other clue is in the President's desk in the Oval Office in the White House (which Ben and Abigail sneak into) to discover that the clue lies in The President's Book. But in order to see the book, their choice is either get elected president or kidnap the President of the United States. Which do they choose? It's obvious. With Wilkinson close on their tail, they find the book in the Library of Congress. The conspiracy then crosses to Mount Rushmore where the clue was on the hills, but (according to the Book) President Calvin Coolidge had the faces carved in so no one can find the City of Gold. When they get there they find out that they must work with Wilkinson since he has some clues of his own. Who will claim Cibola? And will the name of Gates be known as murder?",Action
